num_of_nodes,original_paut_size,extension_size,dataset_type
9,4,0,train
9,6,0,train
9,6,0,train
9,3,4,train
9,3,4,train
9,5,1,train
9,4,1,train
9,4,2,train
9,3,2,train
9,4,1,train
9,4,1,train
9,3,2,train
9,3,1,train
9,4,1,train
9,4,2,train
9,3,1,train
9,3,1,train
9,3,3,train
9,3,1,train
9,7,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,6,1,train
9,3,1,train
9,3,4,train
9,4,1,train
9,4,0,train
9,5,0,train
9,3,1,train
9,3,2,train
9,7,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,3,2,train
9,3,1,train
9,5,2,train
9,5,1,train
9,6,1,train
9,3,1,train
9,4,1,train
9,4,1,train
9,7,0,train
9,4,0,train
9,4,1,train
9,4,2,train
9,6,0,train
9,6,0,train
9,4,3,train
9,5,1,train
9,5,0,train
9,6,0,train
9,4,2,train
9,3,2,train
9,5,0,train
9,7,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,3,2,train
9,5,2,train
9,4,1,train
9,3,2,train
9,5,1,train
9,3,2,train
9,4,2,train
9,4,1,train
9,3,2,train
9,3,3,train
9,3,1,train
9,3,1,train
9,4,2,train
9,3,1,train
9,4,2,train
9,3,1,train
9,7,0,train
9,5,0,train
9,7,0,train
9,5,1,train
9,3,1,train
9,4,2,train
9,6,0,train
9,6,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,3,2,train
9,3,3,train
9,3,2,train
9,3,4,train
9,3,2,train
9,3,1,train
9,3,1,train
9,4,3,train
9,6,0,train
9,5,0,train
9,3,2,train
9,3,2,train
9,4,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,3,1,train
9,3,4,train
9,3,2,train
9,3,3,train
9,4,0,train
9,5,0,train
9,5,0,train
9,5,0,train
9,3,2,train
9,4,1,train
9,3,1,train
9,3,1,train
9,5,0,train
9,7,0,train
9,3,3,train
9,3,2,train
9,7,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,6,1,train
9,3,3,train
9,3,1,train
9,3,3,train
9,6,1,train
9,3,1,train
9,7,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,3,1,train
9,3,1,train
9,3,1,train
9,3,1,train
9,3,2,train
9,3,2,train
9,3,1,train
9,3,1,train
9,6,0,train
9,4,0,train
9,3,2,train
9,5,1,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,3,1,train
9,3,1,train
9,3,4,train
9,3,2,train
9,4,1,train
9,5,1,train
9,3,2,train
9,3,4,train
9,5,0,train
9,5,0,train
9,4,2,train
9,4,2,train
9,6,0,train
9,7,0,train
9,3,1,train
9,3,2,train
9,6,0,train
9,4,0,train
9,5,0,train
9,6,0,train
9,5,1,train
9,3,3,train
9,5,2,train
9,3,1,train
9,4,0,train
9,5,0,train
9,5,2,train
9,3,3,train
9,6,0,train
9,4,0,train
9,3,4,train
9,3,1,train
9,6,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,3,3,train
9,3,3,train
9,4,3,train
9,4,2,train
9,3,3,train
9,3,2,train
9,4,2,train
9,5,1,train
9,3,3,train
9,3,1,train
9,3,2,train
9,4,1,train
9,4,2,train
9,4,3,train
9,3,3,train
9,4,2,train
9,3,2,train
9,3,2,train
9,4,2,train
9,4,1,train
9,6,0,train
9,4,0,train
9,5,2,train
9,5,2,train
9,7,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,3,2,train
9,6,1,train
9,3,3,train
9,3,4,train
9,7,0,train
9,5,0,train
9,4,2,train
9,4,3,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,4,2,train
9,5,1,train
9,3,1,train
9,4,1,train
9,3,3,train
9,3,2,train
9,7,0,train
9,6,0,train
9,3,2,train
9,3,3,train
9,4,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,3,3,train
9,3,2,train
9,6,1,train
9,3,1,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,3,1,train
9,4,1,train
9,3,3,train
9,4,2,train
9,5,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,3,1,train
9,3,1,train
9,4,3,train
9,3,1,train
9,3,2,train
9,3,2,train
9,3,2,train
9,3,4,train
9,3,2,train
9,3,3,train
9,3,1,train
9,3,2,train
9,5,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,4,1,train
9,3,3,train
9,3,1,train
9,5,1,train
9,4,3,train
9,3,3,train
9,4,3,train
9,6,1,train
9,4,2,train
9,3,3,train
9,3,1,train
9,3,1,train
9,4,2,train
9,4,3,train
9,4,1,train
9,4,1,train
9,5,0,train
9,6,0,train
9,3,3,train
9,3,2,train
9,5,0,train
9,5,0,train
9,6,1,train
9,3,3,train
9,6,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,4,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,1,train
9,4,1,train
9,3,2,train
9,4,1,train
9,4,1,train
9,3,2,train
9,3,2,train
9,3,1,train
9,4,1,train
9,4,2,train
9,3,2,train
9,4,2,train
9,3,1,train
9,3,3,train
9,3,1,train
9,3,4,train
9,4,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,3,2,train
9,3,1,train
9,4,2,train
9,6,1,train
9,5,2,train
9,5,2,train
9,3,2,train
9,4,3,train
9,6,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,3,1,train
9,3,1,train
9,3,1,train
9,3,2,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,3,3,train
9,3,4,train
9,3,3,train
9,5,2,train
9,4,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,4,2,train
9,3,4,train
9,3,3,train
9,4,1,train
9,3,4,train
9,4,2,train
9,4,2,train
9,3,1,train
9,5,2,train
9,3,2,train
9,4,2,train
9,3,1,train
9,4,1,train
9,4,1,train
9,3,2,train
9,3,3,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,3,2,train
9,3,3,train
9,3,1,train
9,4,1,train
9,3,3,train
9,3,1,train
9,4,1,train
9,3,3,train
9,4,1,train
9,3,2,train
9,3,2,train
9,5,1,train
9,3,1,train
9,4,2,train
9,5,1,train
9,4,1,train
9,4,1,train
9,3,3,train
9,5,1,train
9,3,2,train
9,6,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,3,1,train
9,3,2,train
9,4,2,train
9,3,3,train
9,3,1,train
9,5,2,train
9,3,4,train
9,3,2,train
9,5,1,train
9,4,3,train
9,3,3,train
9,4,3,train
9,6,1,train
9,3,3,train
9,3,2,train
9,3,3,train
9,4,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,4,2,train
9,3,1,train
9,4,2,train
9,3,2,train
9,6,0,train
9,7,0,train
9,4,3,train
9,4,2,train
9,4,0,train
9,6,0,train
9,5,2,train
9,3,3,train
9,6,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,3,4,train
9,3,3,train
9,3,1,train
9,5,1,train
9,6,0,train
9,4,0,train
9,4,1,train
9,3,2,train
9,5,0,train
9,6,0,train
9,4,2,train
9,3,4,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,5,1,train
9,4,2,train
9,3,1,train
9,3,1,train
9,3,1,train
9,3,2,train
9,4,3,train
9,3,2,train
9,3,2,train
9,3,1,train
9,4,3,train
9,3,1,train
9,3,3,train
9,3,1,train
9,4,2,train
9,3,1,train
9,3,3,train
9,4,1,train
9,3,2,train
9,4,2,train
9,6,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,4,3,train
9,5,1,train
9,3,3,train
9,5,2,train
9,3,1,train
9,3,2,train
9,3,4,train
9,5,1,train
9,5,2,train
9,6,1,train
9,4,1,train
9,3,1,train
9,4,3,train
9,4,3,train
9,3,4,train
9,3,2,train
9,3,3,train
9,4,1,train
9,4,3,train
9,6,1,train
9,4,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,3,1,train
9,3,1,train
9,3,4,train
9,5,1,train
9,7,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,4,1,train
9,4,2,train
9,4,2,train
9,4,2,train
9,3,1,train
9,4,1,train
9,3,1,train
9,4,2,train
9,3,3,train
9,3,1,train
9,3,3,train
9,3,1,train
9,6,0,train
9,7,0,train
9,4,3,train
9,3,2,train
9,5,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,4,2,train
9,3,2,train
9,4,1,train
9,4,2,train
9,3,2,train
9,3,2,train
9,3,1,train
9,3,2,train
9,3,4,train
9,3,2,train
9,3,3,train
9,5,1,train
9,3,1,train
9,4,1,train
9,3,2,train
9,4,1,train
9,3,1,train
9,3,3,train
9,4,2,train
9,4,1,train
9,6,0,train
9,6,0,train
9,4,1,train
9,3,1,train
9,4,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,3,2,train
9,3,3,train
9,4,2,train
9,4,1,train
9,4,1,train
9,3,3,train
9,3,3,train
9,3,2,train
9,4,1,train
9,3,4,train
9,3,1,train
9,3,2,train
9,4,1,train
9,3,1,train
9,3,2,train
9,4,1,train
9,5,0,train
9,5,0,train
9,3,1,train
9,4,1,train
9,7,0,train
9,6,0,train
9,3,2,train
9,4,2,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,6,1,train
9,3,2,train
9,3,3,train
9,6,1,train
9,4,1,train
9,3,1,train
9,3,3,train
9,3,4,train
9,4,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,3,2,train
9,6,1,train
9,6,1,train
9,4,3,train
9,7,0,train
9,4,0,train
9,3,4,train
9,6,1,train
9,4,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,4,1,train
9,4,1,train
9,3,4,train
9,4,2,train
9,6,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,4,1,train
9,4,2,train
9,3,2,train
9,4,2,train
9,4,0,train
9,5,0,train
9,4,2,train
9,4,2,train
9,6,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,4,1,train
9,3,1,train
9,3,2,train
9,3,3,train
9,3,1,train
9,3,1,train
9,5,2,train
9,5,1,train
9,5,0,train
9,7,0,train
9,3,2,train
9,3,1,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,1,train
9,3,1,train
9,3,3,train
9,4,1,train
9,5,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,6,0,train
9,5,1,train
9,4,1,train
9,5,2,train
9,4,3,train
9,4,2,train
9,3,1,train
9,5,1,train
9,5,1,train
9,4,0,train
9,4,0,train
9,4,2,train
9,3,1,train
9,7,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,4,2,train
9,3,2,train
9,4,3,train
9,5,1,train
9,5,0,train
9,7,0,train
9,3,3,train
9,3,2,train
9,4,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,3,2,train
9,3,1,train
9,3,3,train
9,5,1,train
9,6,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,3,1,train
9,3,1,train
9,3,2,train
9,4,2,train
9,3,3,train
9,3,1,train
9,5,2,train
9,4,1,train
9,3,1,train
9,5,2,train
9,3,4,train
9,5,1,train
9,5,1,train
9,4,1,train
9,5,2,train
9,3,2,train
9,5,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,6,1,train
9,3,1,train
9,4,1,train
9,5,1,train
9,4,0,train
9,5,0,train
9,4,0,train
9,6,0,train
9,5,1,train
9,4,3,train
9,3,2,train
9,3,3,train
9,7,0,train
9,6,0,train
9,4,1,train
9,4,1,train
9,7,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,6,1,train
9,5,2,train
9,3,2,train
9,3,3,train
9,3,1,train
9,3,3,train
9,4,1,train
9,5,2,train
9,3,3,train
9,3,4,train
9,3,1,train
9,4,1,train
9,3,2,train
9,3,3,train
9,5,1,train
9,3,3,train
9,3,2,train
9,5,1,train
9,3,2,train
9,4,2,train
9,7,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,1,train
9,3,2,train
9,3,1,train
9,4,1,train
9,4,1,train
9,3,2,train
9,4,1,train
9,3,1,train
9,4,3,train
9,7,0,train
9,5,0,train
9,3,1,train
9,4,3,train
9,7,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,4,2,train
9,4,3,train
9,4,1,train
9,3,4,train
9,6,0,train
9,5,0,train
9,5,2,train
9,4,2,train
9,4,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,3,2,train
9,4,3,train
9,3,2,train
9,4,1,train
9,4,2,train
9,4,1,train
9,3,1,train
9,3,4,train
9,4,0,train
9,7,0,train
9,3,2,train
9,4,3,train
9,7,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,3,1,train
9,4,1,train
9,4,1,train
9,3,1,train
9,3,2,train
9,3,2,train
9,3,1,train
9,3,2,train
9,3,2,train
9,5,1,train
9,3,3,train
9,3,2,train
9,5,2,train
9,5,1,train
9,5,2,train
9,5,2,train
9,7,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,3,3,train
9,3,4,train
9,3,2,train
9,4,3,train
9,5,2,train
9,4,1,train
9,6,1,train
9,4,3,train
9,3,1,train
9,3,2,train
9,3,2,train
9,4,2,train
9,4,0,train
9,7,0,train
9,3,4,train
9,3,2,train
9,7,0,train
9,4,0,train
9,4,0,train
9,5,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,3,3,train
9,3,2,train
9,3,2,train
9,4,1,train
9,3,1,train
9,3,1,train
9,3,1,train
9,3,2,train
9,4,1,train
9,3,1,train
9,3,1,train
9,4,1,train
9,4,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,6,1,train
9,3,2,train
9,4,3,train
9,4,2,train
9,7,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,4,2,train
9,4,1,train
9,3,1,train
9,6,1,train
9,4,3,train
9,3,2,train
9,5,1,train
9,3,1,train
9,4,0,train
9,4,0,train
9,4,2,train
9,4,2,train
9,5,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,4,3,train
9,3,4,train
9,3,1,train
9,3,3,train
9,3,1,train
9,5,2,train
9,4,1,train
9,4,2,train
9,3,2,train
9,6,1,train
9,3,2,train
9,4,1,train
9,4,1,train
9,3,1,train
9,6,1,train
9,4,1,train
9,3,3,train
9,4,1,train
9,6,1,train
9,4,1,train
9,7,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,4,1,train
9,3,2,train
9,4,2,train
9,5,1,train
9,3,2,train
9,5,1,train
9,3,3,train
9,3,2,train
9,6,0,train
9,7,0,train
9,7,0,train
9,7,0,train
9,3,3,train
9,3,1,train
9,3,3,train
9,4,1,train
9,5,0,train
9,6,0,train
9,4,1,train
9,3,3,train
9,6,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,3,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,1,train
9,4,3,train
9,4,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,3,1,train
9,4,3,train
9,3,4,train
9,3,1,train
9,3,2,train
9,3,2,train
9,4,1,train
9,5,1,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,3,1,train
9,4,1,train
9,3,3,train
9,5,1,train
9,5,1,train
9,3,1,train
9,7,0,train
9,7,0,train
9,5,2,train
9,5,2,train
9,7,0,train
9,5,0,train
9,5,0,train
9,5,0,train
9,5,2,train
9,4,3,train
9,3,2,train
9,3,2,train
9,5,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,5,1,train
9,4,2,train
9,5,2,train
9,3,2,train
9,4,2,train
9,3,3,train
9,5,2,train
9,4,3,train
9,5,1,train
9,5,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,1,train
9,3,1,train
9,4,2,train
9,6,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,3,1,train
9,3,2,train
9,3,4,train
9,4,3,train
9,3,2,train
9,3,1,train
9,4,2,train
9,4,3,train
9,3,3,train
9,4,1,train
9,3,2,train
9,3,1,train
9,3,2,train
9,3,4,train
9,3,3,train
9,3,2,train
9,6,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,4,1,train
9,4,1,train
9,4,2,train
9,3,2,train
9,3,1,train
9,5,2,train
9,4,1,train
9,4,1,train
9,4,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,3,2,train
9,3,1,train
9,4,3,train
9,3,1,train
9,5,2,train
9,5,1,train
9,4,2,train
9,3,2,train
9,4,1,train
9,3,2,train
9,3,1,train
9,3,4,train
9,3,1,train
9,3,1,train
9,4,2,train
9,3,1,train
9,4,2,train
9,4,1,train
9,3,3,train
9,4,2,train
9,6,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,5,2,train
9,5,2,train
9,3,1,train
9,3,1,train
9,3,2,train
9,5,1,train
9,3,1,train
9,3,1,train
9,7,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,4,1,train
9,3,2,train
9,3,4,train
9,3,2,train
9,5,0,train
9,4,0,train
9,5,0,train
9,5,0,train
9,4,3,train
9,3,3,train
9,4,1,train
9,3,1,train
9,4,0,train
9,5,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,4,1,train
9,3,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,1,train
9,3,1,train
9,4,2,train
9,4,1,train
9,3,3,train
9,3,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,4,2,train
9,5,1,train
9,4,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,3,1,train
9,5,1,train
9,4,3,train
9,5,1,train
9,6,0,train
9,7,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,3,4,train
9,3,1,train
9,3,3,train
9,3,2,train
9,5,2,train
9,3,1,train
9,3,4,train
9,4,1,train
9,3,1,train
9,3,2,train
9,4,2,train
9,4,1,train
9,7,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,4,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,3,1,train
9,3,3,train
9,4,3,train
9,3,3,train
9,3,4,train
9,4,1,train
9,6,1,train
9,4,3,train
9,3,3,train
9,4,1,train
9,3,1,train
9,3,1,train
9,5,1,train
9,5,1,train
9,5,2,train
9,4,2,train
9,6,0,train
9,5,0,train
9,6,1,train
9,3,1,train
9,4,0,train
9,6,0,train
9,3,2,train
9,3,1,train
9,5,0,train
9,7,0,train
9,4,0,train
9,7,0,train
9,4,3,train
9,5,2,train
9,3,1,train
9,3,2,train
9,4,0,train
9,4,0,train
9,4,2,train
9,5,2,train
9,7,0,train
9,4,0,train
9,3,4,train
9,4,1,train
9,5,0,train
9,5,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,7,0,train
9,7,0,train
9,3,4,train
9,4,3,train
9,4,1,train
9,3,3,train
9,4,2,train
9,3,3,train
9,3,2,train
9,4,1,train
9,5,0,train
9,4,0,train
9,3,3,train
9,4,3,train
9,5,0,train
9,4,0,train
9,4,1,train
9,3,2,train
9,4,0,train
9,6,0,train
9,4,1,train
9,3,1,train
9,4,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,3,1,train
9,4,2,train
9,3,1,train
9,4,3,train
9,4,0,train
9,4,0,train
9,3,1,train
9,5,1,train
9,5,0,train
9,7,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,5,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,5,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,5,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,3,1,train
9,3,1,train
9,3,2,train
9,3,1,train
9,3,1,train
9,5,0,train
9,7,0,train
9,7,0,train
9,7,0,train
9,3,3,train
9,3,2,train
9,3,2,train
9,3,1,train
9,7,0,train
9,7,0,train
9,3,1,train
9,4,1,train
9,4,0,train
9,7,0,train
9,5,1,train
9,4,1,train
9,7,0,train
9,4,0,train
9,7,0,train
9,6,0,train
9,7,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,7,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,4,0,train
9,5,0,train
9,4,0,train
9,6,0,train
9,5,1,train
9,3,3,train
9,3,4,train
9,3,1,train
9,4,2,train
9,4,3,train
9,4,3,train
9,3,2,train
9,3,3,train
9,3,4,train
9,5,1,train
9,4,1,train
9,4,1,train
9,4,1,train
9,3,1,train
9,3,2,train
9,3,1,train
9,3,4,train
9,4,0,train
9,7,0,train
9,3,4,train
9,3,1,train
9,7,0,train
9,5,0,train
9,6,1,train
9,5,2,train
9,6,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,5,0,train
9,6,0,train
9,4,0,train
9,6,0,train
9,6,0,train
9,6,0,train
9,7,0,train
9,4,0,train
9,4,0,train
9,6,0,train
9,7,0,train
9,7,0,train
9,4,0,train
9,6,0,train
9,5,0,train
9,4,0,train
9,4,1,train
9,4,1,train
9,3,1,train
9,4,1,train
9,3,1,train
9,3,4,train
9,4,1,train
9,3,1,train
9,4,1,train
9,3,4,train
9,3,1,train
9,3,1,train
9,4,1,train
9,3,2,train
9,3,3,train
9,4,1,train
9,3,1,train
9,4,1,train
9,4,2,train
9,4,2,train
9,5,0,train
9,6,0,train
9,7,0,train
9,5,0,train
9,3,1,train
9,3,1,train
9,3,2,train
9,3,4,train
